league,seasons,league_rank,squad,player,goals,team_total,league_total,goals_rank
EPL,2019-2020,1,Liverpool,Takumi Minamino,0,85,1034,18
EPL,2019-2020,1,Liverpool,Neco Williams,0,85,1034,19
EPL,2019-2020,1,Liverpool,Joe Gomez,0,85,1034,20
EPL,2019-2020,1,Liverpool,Harvey Elliott,0,85,1034,21
EPL,2019-2020,1,Liverpool,Dejan Lovren,0,85,1034,22
EPL,2019-2020,1,Liverpool,Alisson,0,85,1034,23
EPL,2019-2020,1,Liverpool,AdriÃ¡n,0,85,1034,24
EPL,2019-2020,2,Manchester City,Raheem Sterling,20,102,1034,1
EPL,2019-2020,2,Manchester City,Sergio AgÃ¼ero,16,102,1034,2
EPL,2019-2020,2,Manchester City,Gabriel Jesus,14,102,1034,3
EPL,2019-2020,2,Manchester City,Kevin De Bruyne,13,102,1034,4
EPL,2019-2020,2,Manchester City,Riyad Mahrez,11,102,1034,5
EPL,2019-2020,2,Manchester City,David Silva,6,102,1034,6
EPL,2019-2020,2,Manchester City,Bernardo Silva,6,102,1034,7
EPL,2019-2020,2,Manchester City,Phil Foden,5,102,1034,8
EPL,2019-2020,2,Manchester City,Rodri,3,102,1034,9
EPL,2019-2020,2,Manchester City,NicolÃ¡s Otamendi,2,102,1034,10
EPL,2019-2020,2,Manchester City,Ä°lkay GÃ¼ndoÄŸan,2,102,1034,11
EPL,2019-2020,2,Manchester City,Aymeric Laporte,1,102,1034,12
EPL,2019-2020,2,Manchester City,Kyle Walker,1,102,1034,13
EPL,2019-2020,2,Manchester City,Benjamin Mendy,0,102,1034,14
EPL,2019-2020,2,Manchester City,AngeliÃ±o,0,102,1034,15
EPL,2019-2020,2,Manchester City,Claudio Bravo,0,102,1034,16
EPL,2019-2020,2,Manchester City,Ederson,0,102,1034,17
EPL,2019-2020,2,Manchester City,Eric GarcÃ­a,0,102,1034,18
EPL,2019-2020,2,Manchester City,JoÃ£o Cancelo,0,102,1034,19
EPL,2019-2020,2,Manchester City,John Stones,0,102,1034,20
EPL,2019-2020,2,Manchester City,Leroy SanÃ©,0,102,1034,21
EPL,2019-2020,2,Manchester City,Oleksandr Zinchenko,0,102,1034,22
EPL,2019-2020,2,Manchester City,Thomas Doyle,0,102,1034,23
EPL,2019-2020,2,Manchester City,Fernandinho,0,102,1034,24
EPL,2019-2020,3,Manchester Utd,Marcus Rashford,17,66,1034,1
EPL,2019-2020,3,Manchester Utd,Anthony Martial,17,66,1034,2
EPL,2019-2020,3,Manchester Utd,Mason Greenwood,10,66,1034,3
EPL,2019-2020,3,Manchester Utd,Bruno Fernandes,8,66,1034,4
EPL,2019-2020,3,Manchester Utd,Scott McTominay,4,66,1034,5
EPL,2019-2020,3,Manchester Utd,Daniel James,3,66,1034,6
EPL,2019-2020,3,Manchester Utd,Victor LindelÃ¶f,1,66,1034,7
EPL,2019-2020,3,Manchester Utd,Paul Pogba,1,66,1034,8
EPL,2019-2020,3,Manchester Utd,Jesse Lingard,1,66,1034,9
EPL,2019-2020,3,Manchester Utd,Andreas Pereira,1,66,1034,10
EPL,2019-2020,3,Manchester Utd,Brandon Williams,1,66,1034,11
EPL,2019-2020,3,Manchester Utd,Harry Maguire,1,66,1034,12
EPL,2019-2020,3,Manchester Utd,Angel Gomes,0,66,1034,13
EPL,2019-2020,3,Manchester Utd,Marcos Rojo,0,66,1034,14
EPL,2019-2020,3,Manchester Utd,Aaron Wan-Bissaka,0,66,1034,15
EPL,2019-2020,3,Manchester Utd,Ashley Young,0,66,1034,16
EPL,2019-2020,3,Manchester Utd,Axel Tuanzebe,0,66,1034,17
EPL,2019-2020,3,Manchester Utd,David de Gea,0,66,1034,18
EPL,2019-2020,3,Manchester Utd,Diogo Dalot,0,66,1034,19
EPL,2019-2020,3,Manchester Utd,Eric Bailly,0,66,1034,20
EPL,2019-2020,3,Manchester Utd,James Garner,0,66,1034,21
EPL,2019-2020,3,Manchester Utd,Juan Mata,0,66,1034,22
EPL,2019-2020,3,Manchester Utd,Luke Shaw,0,66,1034,23
EPL,2019-2020,3,Manchester Utd,Timothy Fosu-Mensah,0,66,1034,24
EPL,2019-2020,3,Manchester Utd,Tahith Chong,0,66,1034,25
EPL,2019-2020,3,Manchester Utd,Nemanja MatiÄ‡,0,66,1034,26
EPL,2019-2020,3,Manchester Utd,Phil Jones,0,66,1034,27
EPL,2019-2020,3,Manchester Utd,Odion Ighalo,0,66,1034,28
EPL,2019-2020,3,Manchester Utd,Fred,0,66,1034,29
EPL,2019-2020,4,Chelsea,Tammy Abraham,15,69,1034,1
EPL,2019-2020,4,Chelsea,Christian Pulisic,9,69,1034,2
EPL,2019-2020,4,Chelsea,Willian,9,69,1034,3
EPL,2019-2020,4,Chelsea,Olivier Giroud,8,69,1034,4
EPL,2019-2020,4,Chelsea,Mason Mount,7,69,1034,5
EPL,2019-2020,4,Chelsea,Marcos Alonso,4,69,1034,6
EPL,2019-2020,4,Chelsea,Jorginho,4,69,1034,7
EPL,2019-2020,4,Chelsea,N'Golo KantÃ©,3,69,1034,8
EPL,2019-2020,4,Chelsea,CÃ©sar Azpilicueta,2,69,1034,9
EPL,2019-2020,4,Chelsea,Antonio RÃ¼diger,2,69,1034,10
EPL,2019-2020,4,Chelsea,Ross Barkley,1,69,1034,11
EPL,2019-2020,4,Chelsea,Pedro,1,69,1034,12
EPL,2019-2020,4,Chelsea,Callum Hudson-Odoi,1,69,1034,13
EPL,2019-2020,4,Chelsea,Michy Batshuayi,1,69,1034,14
EPL,2019-2020,4,Chelsea,Fikayo Tomori,1,69,1034,15
EPL,2019-2020,4,Chelsea,Mateo KovaÄiÄ‡,1,69,1034,16
EPL,2019-2020,4,Chelsea,Faustino Anjorin,0,69,1034,17
EPL,2019-2020,4,Chelsea,Andreas Christensen,0,69,1034,18
EPL,2019-2020,4,Chelsea,Armando Broja,0,69,1034,19
EPL,2019-2020,4,Chelsea,Emerson Palmieri,0,69,1034,20
EPL,2019-2020,4,Chelsea,Kepa Arrizabalaga,0,69,1034,21
EPL,2019-2020,4,Chelsea,Kurt Zouma,0,69,1034,22
EPL,2019-2020,4,Chelsea,Reece James,0,69,1034,23
EPL,2019-2020,4,Chelsea,Ruben Loftus-Cheek,0,69,1034,24
EPL,2019-2020,4,Chelsea,Tariq Lamptey,0,69,1034,25
EPL,2019-2020,4,Chelsea,Willy Caballero,0,69,1034,26
EPL,2019-2020,4,Chelsea,Billy Gilmour,0,69,1034,27
EPL,2019-2020,5,Leicester City,Jamie Vardy,23,67,1034,1
EPL,2019-2020,5,Leicester City,Ayoze PÃ©rez,8,67,1034,2
EPL,2019-2020,5,Leicester City,Harvey Barnes,6,67,1034,3
EPL,2019-2020,5,Leicester City,James Maddison,6,67,1034,4
EPL,2019-2020,5,Leicester City,Kelechi Iheanacho,5,67,1034,5
EPL,2019-2020,5,Leicester City,Youri Tielemans,3,67,1034,6
EPL,2019-2020,5,Leicester City,Ricardo Pereira,3,67,1034,7
EPL,2019-2020,5,Leicester City,Ben Chilwell,3,67,1034,8
EPL,2019-2020,5,Leicester City,Demarai Gray,2,67,1034,9
EPL,2019-2020,5,Leicester City,Wilfred Ndidi,2,67,1034,10
EPL,2019-2020,5,Leicester City,Ã‡aÄŸlar SÃ¶yÃ¼ncÃ¼,1,67,1034,11
EPL,2019-2020,5,Leicester City,Dennis Praet,1,67,1034,12
EPL,2019-2020,5,Leicester City,Hamza Choudhury,1,67,1034,13
EPL,2019-2020,5,Leicester City,Jonny Evans,1,67,1034,14
EPL,2019-2020,5,Leicester City,James Justin,0,67,1034,15
EPL,2019-2020,5,Leicester City,Ryan Bennett,0,67,1034,16
EPL,2019-2020,5,Leicester City,Nampalys Mendy,0,67,1034,17
EPL,2019-2020,5,Leicester City,Matty James,0,67,1034,18
EPL,2019-2020,5,Leicester City,Marc Albrighton,0,67,1034,19
EPL,2019-2020,5,Leicester City,Kasper Schmeichel,0,67,1034,20
EPL,2019-2020,5,Leicester City,George Hirst,0,67,1034,21
EPL,2019-2020,5,Leicester City,Christian Fuchs,0,67,1034,22
EPL,2019-2020,5,Leicester City,Luke Thomas,0,67,1034,23
EPL,2019-2020,5,Leicester City,Wes Morgan,0,67,1034,24
EPL,2019-2020,6,Tottenham,Harry Kane,18,61,1034,1
EPL,2019-2020,6,Tottenham,Son Heung-min,11,61,1034,2
EPL,2019-2020,6,Tottenham,Dele Alli,8,61,1034,3
EPL,2019-2020,6,Tottenham,Lucas Moura,4,61,1034,4
EPL,2019-2020,6,Tottenham,Steven Bergwijn,3,61,1034,5
EPL,2019-2020,6,Tottenham,Toby Alderweireld,2,61,1034,6
EPL,2019-2020,6,Tottenham,Tanguy Ndombele,2,61,1034,7
EPL,2019-2020,6,Tottenham,Moussa Sissoko,2,61,1034,8
EPL,2019-2020,6,Tottenham,Christian Eriksen,2,61,1034,9
EPL,2019-2020,6,Tottenham,Ã‰rik Lamela,2,61,1034,10
EPL,2019-2020,6,Tottenham,Serge Aurier,1,61,1034,11
EPL,2019-2020,6,Tottenham,Jan Vertonghen,1,61,1034,12
EPL,2019-2020,6,Tottenham,Ryan Sessegnon,0,61,1034,13
EPL,2019-2020,6,Tottenham,Troy Parrott,0,61,1034,14
EPL,2019-2020,6,Tottenham,Eric Dier,0,61,1034,15
EPL,2019-2020,6,Tottenham,Ben Davies,0,61,1034,16
EPL,2019-2020,6,Tottenham,Victor Wanyama,0,61,1034,17
EPL,2019-2020,6,Tottenham,Davinson SÃ¡nchez,0,61,1034,18
EPL,2019-2020,6,Tottenham,Gedson Fernandes,0,61,1034,19
EPL,2019-2020,6,Tottenham,Georges-KÃ©vin N'Koudou,0,61,1034,20
EPL,2019-2020,6,Tottenham,Giovani Lo Celso,0,61,1034,21
EPL,2019-2020,6,Tottenham,Harry Winks,0,61,1034,22
EPL,2019-2020,6,Tottenham,Japhet Tanganga,0,61,1034,23
EPL,2019-2020,6,Tottenham,Juan Foyth,0,61,1034,24
EPL,2019-2020,6,Tottenham,Kyle Walker-Peters,0,61,1034,25
EPL,2019-2020,6,Tottenham,Danny Rose,0,61,1034,26
EPL,2019-2020,6,Tottenham,Oliver Skipp,0,61,1034,27
EPL,2019-2020,6,Tottenham,Paulo Gazzaniga,0,61,1034,28
EPL,2019-2020,6,Tottenham,Hugo Lloris,0,61,1034,29
EPL,2020-2021,1,Manchester City,Ä°lkay GÃ¼ndoÄŸan,13,83,1024,1
EPL,2020-2021,1,Manchester City,Raheem Sterling,10,83,1024,2
EPL,2020-2021,1,Manchester City,Phil Foden,9,83,1024,3
EPL,2020-2021,1,Manchester City,Gabriel Jesus,9,83,1024,4
EPL,2020-2021,1,Manchester City,Riyad Mahrez,9,83,1024,5
EPL,2020-2021,1,Manchester City,FerrÃ¡n Torres,7,83,1024,6
EPL,2020-2021,1,Manchester City,Kevin De Bruyne,6,83,1024,7
EPL,2020-2021,1,Manchester City,John Stones,4,83,1024,8
EPL,2020-2021,1,Manchester City,Sergio AgÃ¼ero,4,83,1024,9
EPL,2020-2021,1,Manchester City,Bernardo Silva,2,83,1024,10
EPL,2020-2021,1,Manchester City,JoÃ£o Cancelo,2,83,1024,11
EPL,2020-2021,1,Manchester City,Rodri,2,83,1024,12
EPL,2020-2021,1,Manchester City,Benjamin Mendy,2,83,1024,13
EPL,2020-2021,1,Manchester City,RÃºben Dias,1,83,1024,14
EPL,2020-2021,1,Manchester City,Nathan AkÃ©,1,83,1024,15
EPL,2020-2021,1,Manchester City,Kyle Walker,1,83,1024,16
EPL,2020-2021,1,Manchester City,Ederson,0,83,1024,17
EPL,2020-2021,1,Manchester City,Aymeric Laporte,0,83,1024,18
EPL,2020-2021,1,Manchester City,Zack Steffen,0,83,1024,19
EPL,2020-2021,1,Manchester City,Scott Carson,0,83,1024,20
EPL,2020-2021,1,Manchester City,Oleksandr Zinchenko,0,83,1024,21
EPL,2020-2021,1,Manchester City,Liam Delap,0,83,1024,22
EPL,2020-2021,1,Manchester City,Fernandinho,0,83,1024,23
EPL,2020-2021,1,Manchester City,Eric GarcÃ­a,0,83,1024,24
EPL,2020-2021,2,Manchester Utd,Bruno Fernandes,18,73,1024,1
EPL,2020-2021,2,Manchester Utd,Marcus Rashford,11,73,1024,2
EPL,2020-2021,2,Manchester Utd,Edinson Cavani,10,73,1024,3
EPL,2020-2021,2,Manchester Utd,Mason Greenwood,7,73,1024,4
EPL,2020-2021,2,Manchester Utd,Scott McTominay,4,73,1024,5
EPL,2020-2021,2,Manchester Utd,Anthony Martial,4,73,1024,6
EPL,2020-2021,2,Manchester Utd,Paul Pogba,3,73,1024,7
EPL,2020-2021,2,Manchester Utd,Daniel James,3,73,1024,8
EPL,2020-2021,2,Manchester Utd,Harry Maguire,2,73,1024,9
EPL,2020-2021,2,Manchester Utd,Aaron Wan-Bissaka,2,73,1024,10
EPL,2020-2021,2,Manchester Utd,Victor LindelÃ¶f,1,73,1024,11
EPL,2020-2021,2,Manchester Utd,Luke Shaw,1,73,1024,12
EPL,2020-2021,2,Manchester Utd,Juan Mata,1,73,1024,13
EPL,2020-2021,2,Manchester Utd,Anthony Elanga,1,73,1024,14
EPL,2020-2021,2,Manchester Utd,Donny van de Beek,1,73,1024,15
EPL,2020-2021,2,Manchester Utd,Fred,1,73,1024,16
EPL,2020-2021,2,Manchester Utd,Axel Tuanzebe,0,73,1024,17
EPL,2020-2021,2,Manchester Utd,Alex Telles,0,73,1024,18
EPL,2020-2021,2,Manchester Utd,Brandon Williams,0,73,1024,19
EPL,2020-2021,2,Manchester Utd,David de Gea,0,73,1024,20
EPL,2020-2021,2,Manchester Utd,Dean Henderson,0,73,1024,21
EPL,2020-2021,2,Manchester Utd,William Thomas Fish,0,73,1024,22
EPL,2020-2021,2,Manchester Utd,Hannibal Mejbri,0,73,1024,23
EPL,2020-2021,2,Manchester Utd,Nemanja MatiÄ‡,0,73,1024,24
EPL,2020-2021,2,Manchester Utd,Odion Ighalo,0,73,1024,25
EPL,2020-2021,2,Manchester Utd,Shola Shoretire,0,73,1024,26
EPL,2020-2021,2,Manchester Utd,Timothy Fosu-Mensah,0,73,1024,27
EPL,2020-2021,2,Manchester Utd,Amad Diallo,0,73,1024,28
EPL,2020-2021,2,Manchester Utd,Eric Bailly,0,73,1024,29
EPL,2020-2021,3,Liverpool,Mohamed Salah,22,68,1024,1
EPL,2020-2021,3,Liverpool,Sadio ManÃ©,11,68,1024,2
EPL,2020-2021,3,Liverpool,Roberto Firmino,9,68,1024,3
EPL,2020-2021,3,Liverpool,Diogo Jota,9,68,1024,4
EPL,2020-2021,3,Liverpool,Trent Alexander-Arnold,2,68,1024,5
EPL,2020-2021,3,Liverpool,Georginio Wijnaldum,2,68,1024,6
EPL,2020-2021,3,Liverpool,Takumi Minamino,1,68,1024,7
EPL,2020-2021,3,Liverpool,Nathaniel Phillips,1,68,1024,8
EPL,2020-2021,3,Liverpool,JoÃ«l Matip,1,68,1024,9
EPL,2020-2021,3,Liverpool,Thiago AlcÃ¡ntara,1,68,1024,10
EPL,2020-2021,3,Liverpool,Virgil van Dijk,1,68,1024,11
EPL,2020-2021,3,Liverpool,Andrew Robertson,1,68,1024,12
EPL,2020-2021,3,Liverpool,Curtis Jones,1,68,1024,13
EPL,2020-2021,3,Liverpool,Alex Oxlade-Chamberlain,1,68,1024,14
EPL,2020-2021,3,Liverpool,Alisson,1,68,1024,15
EPL,2020-2021,3,Liverpool,Jordan Henderson,1,68,1024,16
EPL,2020-2021,3,Liverpool,Divock Origi,0,68,1024,17
EPL,2020-2021,3,Liverpool,CaoimhÃ­n Kelleher,0,68,1024,18
EPL,2020-2021,3,Liverpool,Fabinho,0,68,1024,19
EPL,2020-2021,3,Liverpool,James Milner,0,68,1024,20
EPL,2020-2021,3,Liverpool,Joe Gomez,0,68,1024,21
EPL,2020-2021,3,Liverpool,Kostas Tsimikas,0,68,1024,22
EPL,2020-2021,3,Liverpool,Neco Williams,0,68,1024,23
EPL,2020-2021,3,Liverpool,Ozan Kabak,0,68,1024,24
EPL,2020-2021,3,Liverpool,Rhys Williams,0,68,1024,25
EPL,2020-2021,3,Liverpool,Xherdan Shaqiri,0,68,1024,26
EPL,2020-2021,3,Liverpool,Naby KeÃ¯ta,0,68,1024,28
EPL,2020-2021,4,Chelsea,Jorginho,7,58,1024,1
EPL,2020-2021,4,Chelsea,Mason Mount,6,58,1024,2
EPL,2020-2021,4,Chelsea,Timo Werner,6,58,1024,3
EPL,2020-2021,4,Chelsea,Tammy Abraham,6,58,1024,4
EPL,2020-2021,4,Chelsea,Kurt Zouma,5,58,1024,5
EPL,2020-2021,4,Chelsea,Kai Havertz,4,58,1024,6
EPL,2020-2021,4,Chelsea,Christian Pulisic,4,58,1024,7
EPL,2020-2021,4,Chelsea,Olivier Giroud,4,58,1024,8
EPL,2020-2021,4,Chelsea,Ben Chilwell,3,58,1024,9
EPL,2020-2021,4,Chelsea,Thiago Silva,2,58,1024,10
EPL,2020-2021,4,Chelsea,Marcos Alonso,2,58,1024,11
EPL,2020-2021,4,Chelsea,Hakim Ziyech,2,58,1024,12
EPL,2020-2021,4,Chelsea,Callum Hudson-Odoi,2,58,1024,13
EPL,2020-2021,4,Chelsea,Antonio RÃ¼diger,1,58,1024,14
EPL,2020-2021,4,Chelsea,CÃ©sar Azpilicueta,1,58,1024,15
EPL,2020-2021,4,Chelsea,Reece James,1,58,1024,16
EPL,2020-2021,4,Chelsea,Andreas Christensen,0,58,1024,17
EPL,2020-2021,4,Chelsea,Willy Caballero,0,58,1024,18
EPL,2020-2021,4,Chelsea,Ruben Loftus-Cheek,0,58,1024,19
EPL,2020-2021,4,Chelsea,Ross Barkley,0,58,1024,20
EPL,2020-2021,4,Chelsea,N'Golo KantÃ©,0,58,1024,21
EPL,2020-2021,4,Chelsea,Mateo KovaÄiÄ‡,0,58,1024,22
EPL,2020-2021,4,Chelsea,Kepa Arrizabalaga,0,58,1024,23
EPL,2020-2021,4,Chelsea,Fikayo Tomori,0,58,1024,24
EPL,2020-2021,4,Chelsea,Emerson Palmieri,0,58,1024,25
EPL,2020-2021,4,Chelsea,Edouard Mendy,0,58,1024,26
EPL,2020-2021,4,Chelsea,Billy Gilmour,0,58,1024,27
EPL,2020-2021,5,Leicester City,Jamie Vardy,15,68,1024,1
EPL,2020-2021,5,Leicester City,Kelechi Iheanacho,12,68,1024,2
EPL,2020-2021,5,Leicester City,Harvey Barnes,9,68,1024,3
EPL,2020-2021,5,Leicester City,James Maddison,8,68,1024,4
EPL,2020-2021,5,Leicester City,Youri Tielemans,6,68,1024,5
EPL,2020-2021,5,Leicester City,Timothy Castagne,2,68,1024,6
EPL,2020-2021,5,Leicester City,Jonny Evans,2,68,1024,7
EPL,2020-2021,5,Leicester City,James Justin,2,68,1024,8
EPL,2020-2021,5,Leicester City,Ayoze PÃ©rez,2,68,1024,9
EPL,2020-2021,5,Leicester City,Wilfred Ndidi,1,68,1024,10
EPL,2020-2021,5,Leicester City,Marc Albrighton,1,68,1024,11
EPL,2020-2021,5,Leicester City,Luke Thomas,1,68,1024,12
EPL,2020-2021,5,Leicester City,Ã‡aÄŸlar SÃ¶yÃ¼ncÃ¼,1,68,1024,13
EPL,2020-2021,5,Leicester City,Dennis Praet,1,68,1024,14
EPL,2020-2021,5,Leicester City,Daniel Amartey,1,68,1024,15
EPL,2020-2021,5,Leicester City,Christian Fuchs,0,68,1024,16
EPL,2020-2021,5,Leicester City,Cengiz Ãœnder,0,68,1024,17
EPL,2020-2021,5,Leicester City,Demarai Gray,0,68,1024,18
EPL,2020-2021,5,Leicester City,Hamza Choudhury,0,68,1024,19
EPL,2020-2021,5,Leicester City,Islam Slimani,0,68,1024,20
EPL,2020-2021,5,Leicester City,Khanya Leshabela,0,68,1024,21
EPL,2020-2021,5,Leicester City,Nampalys Mendy,0,68,1024,22
EPL,2020-2021,5,Leicester City,Ricardo Pereira,0,68,1024,23
EPL,2020-2021,5,Leicester City,Wesley Fofana,0,68,1024,24
EPL,2020-2021,5,Leicester City,Sidnei Tavares,0,68,1024,25
EPL,2020-2021,5,Leicester City,Wes Morgan,0,68,1024,26
EPL,2020-2021,5,Leicester City,Kasper Schmeichel,0,68,1024,27
EPL,2020-2021,6,West Ham,Michail Antonio,10,62,1024,1
EPL,2020-2021,6,West Ham,TomÃ¡Å¡ SouÄek,10,62,1024,2
EPL,2020-2021,6,West Ham,Jesse Lingard,9,62,1024,3
EPL,2020-2021,6,West Ham,Jarrod Bowen,8,62,1024,4
EPL,2020-2021,6,West Ham,Pablo Fornals,5,62,1024,5
EPL,2020-2021,6,West Ham,SÃ©bastien Haller,3,62,1024,6
EPL,2020-2021,6,West Ham,Craig Dawson,3,62,1024,7
EPL,2020-2021,6,West Ham,Angelo Ogbonna,3,62,1024,8
EPL,2020-2021,6,West Ham,Issa Diop,2,62,1024,9
EPL,2020-2021,6,West Ham,Declan Rice,2,62,1024,10
EPL,2020-2021,6,West Ham,Ryan Fredericks,1,62,1024,11
EPL,2020-2021,6,West Ham,FabiÃ¡n Balbuena,1,62,1024,12
EPL,2020-2021,6,West Ham,Ben Johnson,1,62,1024,13
EPL,2020-2021,6,West Ham,Manuel Lanzini,1,62,1024,14
EPL,2020-2021,6,West Ham,SaÃ¯d Benrahma,1,62,1024,15
EPL,2020-2021,6,West Ham,Darren Randolph,0,62,1024,16
EPL,2020-2021,6,West Ham,Aaron Cresswell,0,62,1024,17
EPL,2020-2021,6,West Ham,Andriy Yarmolenko,0,62,1024,18
EPL,2020-2021,6,West Ham,Åukasz FabiaÅ„ski,0,62,1024,19
EPL,2020-2021,6,West Ham,Felipe Anderson,0,62,1024,20
EPL,2020-2021,6,West Ham,Mark Noble,0,62,1024,21
EPL,2020-2021,6,West Ham,Robert Snodgrass,0,62,1024,22
EPL,2020-2021,6,West Ham,VladimÃ­r Coufal,0,62,1024,23
EPL,2020-2021,6,West Ham,Arthur Masuaku,0,62,1024,24
EPL,2021-2022,1,Manchester City,Kevin De Bruyne,15,99,1071,1
EPL,2021-2022,1,Manchester City,Raheem Sterling,13,99,1071,2
EPL,2021-2022,1,Manchester City,Riyad Mahrez,11,99,1071,3
EPL,2021-2022,1,Manchester City,Phil Foden,9,99,1071,4
EPL,2021-2022,1,Manchester City,Gabriel Jesus,8,99,1071,5
EPL,2021-2022,1,Manchester City,Bernardo Silva,8,99,1071,6
EPL,2021-2022,1,Manchester City,Ä°lkay GÃ¼ndoÄŸan,8,99,1071,7
EPL,2021-2022,1,Manchester City,Rodri,7,99,1071,8
EPL,2021-2022,1,Manchester City,Aymeric Laporte,4,99,1071,9
EPL,2021-2022,1,Manchester City,Jack Grealish,3,99,1071,10
EPL,2021-2022,1,Manchester City,Fernandinho,2,99,1071,11
EPL,2021-2022,1,Manchester City,FerrÃ¡n Torres,2,99,1071,12
EPL,2021-2022,1,Manchester City,Nathan AkÃ©,2,99,1071,13
EPL,2021-2022,1,Manchester City,RÃºben Dias,2,99,1071,14
EPL,2021-2022,1,Manchester City,JoÃ£o Cancelo,1,99,1071,15
EPL,2021-2022,1,Manchester City,John Stones,1,99,1071,16
EPL,2021-2022,1,Manchester City,Cole Palmer,0,99,1071,17
EPL,2021-2022,1,Manchester City,Zack Steffen,0,99,1071,18
EPL,2021-2022,1,Manchester City,Oleksandr Zinchenko,0,99,1071,19
EPL,2021-2022,1,Manchester City,Liam Delap,0,99,1071,20
EPL,2021-2022,1,Manchester City,Kyle Walker,0,99,1071,21
EPL,2021-2022,1,Manchester City,Kayky Chagas,0,99,1071,22
EPL,2021-2022,1,Manchester City,Ederson,0,99,1071,23
EPL,2021-2022,1,Manchester City,CJ Egan-Riley,0,99,1071,24
EPL,2021-2022,1,Manchester City,Benjamin Mendy,0,99,1071,25
EPL,2021-2022,1,Manchester City,James Mcatee,0,99,1071,26
EPL,2021-2022,2,Liverpool,Mohamed Salah,23,94,1071,1
EPL,2021-2022,2,Liverpool,Sadio ManÃ©,16,94,1071,2
EPL,2021-2022,2,Liverpool,Diogo Jota,15,94,1071,3
EPL,2021-2022,2,Liverpool,Roberto Firmino,5,94,1071,4
EPL,2021-2022,2,Liverpool,Fabinho,5,94,1071,5
EPL,2021-2022,2,Liverpool,Luis DÃ­az,4,94,1071,6
EPL,2021-2022,2,Liverpool,Andrew Robertson,3,94,1071,7
EPL,2021-2022,2,Liverpool,Divock Origi,3,94,1071,8
EPL,2021-2022,2,Liverpool,Virgil van Dijk,3,94,1071,9
EPL,2021-2022,2,Liverpool,Takumi Minamino,3,94,1071,10
EPL,2021-2022,2,Liverpool,Naby KeÃ¯ta,3,94,1071,11
EPL,2021-2022,2,Liverpool,JoÃ«l Matip,3,94,1071,12
EPL,2021-2022,2,Liverpool,Jordan Henderson,2,94,1071,13
EPL,2021-2022,2,Liverpool,Trent Alexander-Arnold,2,94,1071,14
EPL,2021-2022,2,Liverpool,Alex Oxlade-Chamberlain,2,94,1071,15
EPL,2021-2022,2,Liverpool,Thiago AlcÃ¡ntara,1,94,1071,16
EPL,2021-2022,2,Liverpool,Curtis Jones,1,94,1071,17
EPL,2021-2022,2,Liverpool,Ibrahima KonatÃ©,0,94,1071,18
EPL,2021-2022,2,Liverpool,Alisson,0,94,1071,19
EPL,2021-2022,2,Liverpool,Harvey Elliott,0,94,1071,20
EPL,2021-2022,2,Liverpool,James Milner,0,94,1071,21
EPL,2021-2022,2,Liverpool,Joe Gomez,0,94,1071,22
EPL,2021-2022,2,Liverpool,Kostas Tsimikas,0,94,1071,23
EPL,2021-2022,2,Liverpool,Neco Williams,0,94,1071,24
EPL,2021-2022,2,Liverpool,Tyler Morton,0,94,1071,25
EPL,2021-2022,2,Liverpool,CaoimhÃ­n Kelleher,0,94,1071,26
EPL,2021-2022,2,Liverpool,Kaide Gordon,0,94,1071,27
EPL,2021-2022,3,Chelsea,Mason Mount,11,76,1071,1
EPL,2021-2022,3,Chelsea,Romelu Lukaku,8,76,1071,2
EPL,2021-2022,3,Chelsea,Kai Havertz,8,76,1071,3
EPL,2021-2022,3,Chelsea,Christian Pulisic,6,76,1071,4
EPL,2021-2022,3,Chelsea,Jorginho,6,76,1071,5
EPL,2021-2022,3,Chelsea,Reece James,5,76,1071,6
EPL,2021-2022,3,Chelsea,Timo Werner,4,76,1071,7
EPL,2021-2022,3,Chelsea,Marcos Alonso,4,76,1071,8
EPL,2021-2022,3,Chelsea,Hakim Ziyech,4,76,1071,9
EPL,2021-2022,3,Chelsea,Ben Chilwell,3,76,1071,10
EPL,2021-2022,3,Chelsea,Antonio RÃ¼diger,3,76,1071,11
EPL,2021-2022,3,Chelsea,Thiago Silva,3,76,1071,12
EPL,2021-2022,3,Chelsea,Trevoh Chalobah,3,76,1071,13
EPL,2021-2022,3,Chelsea,Mateo KovaÄiÄ‡,2,76,1071,14
EPL,2021-2022,3,Chelsea,N'Golo KantÃ©,2,76,1071,15
EPL,2021-2022,3,Chelsea,Ross Barkley,1,76,1071,16
EPL,2021-2022,3,Chelsea,Callum Hudson-Odoi,1,76,1071,17
EPL,2021-2022,3,Chelsea,CÃ©sar Azpilicueta,1,76,1071,18
EPL,2021-2022,3,Chelsea,Emerson Palmieri,0,76,1071,19
EPL,2021-2022,3,Chelsea,Edouard Mendy,0,76,1071,20
EPL,2021-2022,3,Chelsea,Kenedy,0,76,1071,21
EPL,2021-2022,3,Chelsea,Kepa Arrizabalaga,0,76,1071,22
EPL,2021-2022,3,Chelsea,Ruben Loftus-Cheek,0,76,1071,23
EPL,2021-2022,3,Chelsea,Andreas Christensen,0,76,1071,24
EPL,2021-2022,3,Chelsea,SaÃºl Ã‘Ã­guez,0,76,1071,25
EPL,2021-2022,3,Chelsea,Malang Sarr,0,76,1071,26
EPL,2021-2022,4,Tottenham,Son Heung-min,23,69,1071,1
